age,capital-gain,capital-loss,hours-per-week,education-num,workclass,marital-status,occupation,relationship,sex
58,0,0,25,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
48,0,0,45,13,Federal-gov,Divorced,Exec-managerial,Not-in-family,Male
30,0,0,35,10,Private,Divorced,Adm-clerical,Not-in-family,Female
18,0,0,12,7,Private,Never-married,Handlers-cleaners,Own-child,Male
29,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
52,0,0,45,10,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
63,4064,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
36,0,0,40,14,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female
24,0,0,42,10,Private,Never-married,Machine-op-inspct,Own-child,Female
30,0,0,40,12,Local-gov,Never-married,Protective-serv,Not-in-family,Male
23,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
21,0,0,20,13,Private,Never-married,Other-service,Own-child,Female
28,0,0,43,10,Private,Never-married,Craft-repair,Not-in-family,Male
20,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Male
18,0,0,20,7,Private,Never-married,Other-service,Own-child,Male
21,0,0,15,10,Private,Never-married,Adm-clerical,Own-child,Female
27,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
42,0,0,40,10,Private,Divorced,Tech-support,Not-in-family,Female
21,0,0,30,10,Private,Never-married,Other-service,Own-child,Female
51,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
27,0,0,40,13,Federal-gov,Never-married,Adm-clerical,Not-in-family,Female
23,0,0,40,9,Self-emp-not-inc,Never-married,Transport-moving,Own-child,Male
57,0,1902,40,10,Private,Married-civ-spouse,Sales,Husband,Male
22,0,0,12,13,State-gov,Never-married,Prof-specialty,Own-child,Female
59,0,0,60,5,Private,Married-civ-spouse,Transport-moving,Husband,Male
38,0,0,40,9,Private,Divorced,Transport-moving,Not-in-family,Male
20,0,0,40,9,Private,Never-married,Transport-moving,Other-relative,Male
90,0,0,40,5,Private,Never-married,Adm-clerical,Not-in-family,Female
35,0,0,40,11,Private,Married-civ-spouse,Sales,Husband,Male
50,0,0,38,9,Private,Married-civ-spouse,Protective-serv,Husband,Male
45,0,0,50,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
44,0,0,50,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
23,0,0,40,12,Private,Never-married,Prof-specialty,Own-child,Male
34,0,0,40,7,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
23,0,0,43,13,Self-emp-inc,Divorced,Sales,Not-in-family,Female
39,0,0,40,10,State-gov,Married-civ-spouse,Protective-serv,Husband,Male
19,0,0,55,10,Private,Never-married,Handlers-cleaners,Not-in-family,Male
54,0,0,40,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
40,0,0,43,14,Private,Divorced,Prof-specialty,Not-in-family,Male
44,0,0,50,10,Private,Never-married,Sales,Own-child,Male
31,0,0,20,10,Self-emp-inc,Married-civ-spouse,Adm-clerical,Wife,Female
25,0,0,40,5,Private,Separated,Handlers-cleaners,Other-relative,Male
33,0,0,32,13,Private,Married-civ-spouse,Exec-managerial,Wife,Female
32,0,0,60,9,Private,Never-married,Transport-moving,Not-in-family,Male
36,0,0,40,6,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
47,0,0,55,10,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
80,0,0,10,14,Private,Widowed,Prof-specialty,Not-in-family,Female
21,0,0,8,10,Private,Never-married,Sales,Own-child,Female
35,0,0,60,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
30,5013,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
49,0,0,40,4,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
33,0,1740,25,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
53,0,0,45,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
41,0,0,55,9,Private,Divorced,Handlers-cleaners,Unmarried,Male
57,0,0,40,13,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,0,40,10,Private,Never-married,Other-service,Own-child,Female
28,0,0,45,13,Private,Never-married,Exec-managerial,Own-child,Female
42,0,2001,60,14,Federal-gov,Divorced,Adm-clerical,Not-in-family,Male
29,0,0,55,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
26,0,0,20,10,Private,Never-married,Other-service,Own-child,Male
40,0,0,40,10,Private,Divorced,Exec-managerial,Not-in-family,Female
36,0,0,40,16,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male
28,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
25,0,0,20,13,Self-emp-not-inc,Never-married,Adm-clerical,Not-in-family,Female
42,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
32,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
32,0,0,30,12,Private,Never-married,Adm-clerical,Own-child,Male
37,0,0,40,3,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,56,9,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
49,0,0,40,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
19,0,0,40,9,Private,Never-married,Sales,Not-in-family,Female
31,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
40,0,0,40,9,Private,Divorced,Machine-op-inspct,Not-in-family,Female
29,0,0,30,4,Private,Never-married,Handlers-cleaners,Own-child,Male
59,0,0,48,9,Private,Married-civ-spouse,Farming-fishing,Husband,Male
52,0,0,40,12,Private,Married-civ-spouse,Protective-serv,Husband,Male
27,0,0,40,13,Private,Never-married,Exec-managerial,Own-child,Male
45,0,0,45,13,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
58,0,0,40,13,Private,Married-civ-spouse,Other-service,Husband,Male
53,0,0,40,13,Private,Never-married,Exec-managerial,Own-child,Male
23,0,0,25,9,Private,Never-married,Handlers-cleaners,Own-child,Male
35,0,0,40,7,Private,Divorced,Handlers-cleaners,Other-relative,Male
49,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
49,0,0,40,12,Private,Divorced,Exec-managerial,Not-in-family,Female
25,0,0,40,8,Private,Never-married,Craft-repair,Not-in-family,Male
47,0,0,50,14,Private,Divorced,Prof-specialty,Unmarried,Female
28,0,0,40,12,Private,Divorced,Adm-clerical,Not-in-family,Female
20,0,0,30,10,Private,Never-married,Exec-managerial,Not-in-family,Female
19,0,0,24,9,Private,Never-married,Machine-op-inspct,Own-child,Male
28,2580,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
31,0,0,40,10,Private,Divorced,Adm-clerical,Unmarried,Female
30,0,0,53,11,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
23,0,0,40,13,Private,Never-married,Other-service,Own-child,Male
25,0,0,30,13,Private,Married-civ-spouse,Exec-managerial,Wife,Female
19,0,0,30,9,Private,Never-married,Other-service,Own-child,Male
30,0,0,45,14,Private,Never-married,Prof-specialty,Not-in-family,Male
26,0,0,35,9,Private,Never-married,Craft-repair,Own-child,Male
34,0,0,45,9,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
49,0,0,40,13,Private,Divorced,Exec-managerial,Unmarried,Female
35,0,2042,40,10,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
38,0,0,40,9,Private,Never-married,Sales,Own-child,Female
36,0,0,20,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
33,0,0,48,9,Private,Married-civ-spouse,Prof-specialty,Husband,Male
54,0,0,40,10,Private,Never-married,Other-service,Not-in-family,Female
19,0,0,40,9,Local-gov,Never-married,Craft-repair,Own-child,Male
60,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
28,0,0,40,9,Self-emp-not-inc,Never-married,Craft-repair,Own-child,Male
43,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
49,0,0,40,3,Local-gov,Married-civ-spouse,Other-service,Husband,Male
25,0,0,70,13,Private,Never-married,Prof-specialty,Own-child,Male
17,0,0,20,6,Private,Never-married,Sales,Own-child,Male
41,0,0,60,13,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
30,0,0,35,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
90,20051,0,60,14,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
25,0,0,40,9,Private,Never-married,Protective-serv,Other-relative,Male
27,0,0,35,11,Private,Married-civ-spouse,Sales,Husband,Male
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,0,40,13,Federal-gov,Never-married,Exec-managerial,Not-in-family,Female
43,0,0,99,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
63,0,0,40,14,Private,Separated,Prof-specialty,Not-in-family,Female
46,0,0,40,4,Private,Married-civ-spouse,Transport-moving,Husband,Male
59,0,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
42,0,0,50,13,Private,Married-civ-spouse,Exec-managerial,Wife,Female
26,0,0,20,13,Private,Never-married,Adm-clerical,Not-in-family,Female
26,0,0,45,10,Private,Married-civ-spouse,Sales,Husband,Male
61,0,0,40,5,Private,Divorced,Handlers-cleaners,Not-in-family,Male
23,0,0,40,9,State-gov,Married-civ-spouse,Exec-managerial,Husband,Male
24,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
35,7430,0,40,13,Private,Divorced,Tech-support,Unmarried,Male
42,0,0,12,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
31,0,0,21,8,Private,Divorced,Other-service,Unmarried,Female
31,0,0,55,9,Private,Married-civ-spouse,Machine-op-inspct,Wife,Female
63,0,0,25,13,Private,Widowed,Adm-clerical,Not-in-family,Female
29,0,1590,64,11,State-gov,Never-married,Tech-support,Not-in-family,Female
43,0,0,40,13,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
22,0,0,10,13,Private,Never-married,Adm-clerical,Not-in-family,Female
17,0,0,25,7,Private,Never-married,Other-service,Own-child,Male
23,0,2231,40,13,Self-emp-not-inc,Never-married,Adm-clerical,Own-child,Male
35,0,0,45,5,Private,Divorced,Craft-repair,Not-in-family,Male
32,0,0,28,9,Private,Divorced,Other-service,Unmarried,Female
50,15024,0,60,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
26,0,0,40,14,Local-gov,Married-spouse-absent,Prof-specialty,Not-in-family,Female
32,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
29,0,0,50,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,40,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
90,0,0,50,14,Private,Never-married,Exec-managerial,Not-in-family,Male
35,0,0,40,11,Private,Divorced,Prof-specialty,Unmarried,Female
31,0,0,60,10,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
60,0,0,33,9,Private,Divorced,Sales,Not-in-family,Female
21,0,1579,40,11,Private,Married-civ-spouse,Adm-clerical,Other-relative,Female
71,0,0,40,14,Local-gov,Widowed,Prof-specialty,Not-in-family,Female
22,0,0,30,11,Private,Never-married,Other-service,Own-child,Male
50,0,0,40,9,Local-gov,Divorced,Adm-clerical,Not-in-family,Female
37,0,0,45,10,Private,Married-civ-spouse,Sales,Husband,Male
23,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
74,0,0,30,9,Private,Married-civ-spouse,Other-service,Husband,Male
67,0,1844,70,10,Private,Married-civ-spouse,Sales,Husband,Male
59,0,0,43,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
28,0,1740,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
45,0,0,40,9,Private,Married-civ-spouse,Farming-fishing,Husband,Male
63,0,0,20,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
39,0,0,63,13,Private,Never-married,Prof-specialty,Not-in-family,Female
33,0,0,40,10,State-gov,Divorced,Other-service,Unmarried,Female
32,0,0,40,13,Private,Never-married,Other-service,Not-in-family,Male
34,0,1977,45,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
39,0,0,40,9,Private,Never-married,Handlers-cleaners,Other-relative,Male
29,0,0,36,14,State-gov,Married-civ-spouse,Adm-clerical,Husband,Male
22,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
53,13550,0,43,13,Private,Divorced,Sales,Not-in-family,Female
46,0,0,42,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
51,0,0,40,10,Private,Married-civ-spouse,Other-service,Wife,Female
44,2354,0,99,15,Private,Divorced,Prof-specialty,Not-in-family,Female
56,0,0,40,9,State-gov,Divorced,Adm-clerical,Not-in-family,Female
27,0,0,40,13,Private,Never-married,Adm-clerical,Own-child,Female
52,0,0,30,5,Private,Married-spouse-absent,Machine-op-inspct,Not-in-family,Female
39,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Male
45,7688,0,40,10,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male
37,0,0,45,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
33,0,0,40,9,Private,Divorced,Adm-clerical,Own-child,Male
46,0,0,45,3,Private,Married-civ-spouse,Craft-repair,Wife,Female
35,0,0,50,8,Private,Married-civ-spouse,Craft-repair,Wife,Female
33,0,0,50,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
48,0,0,40,13,Private,Married-civ-spouse,Sales,Husband,Male
32,0,0,50,9,Private,Divorced,Machine-op-inspct,Own-child,Male
20,0,0,32,10,Private,Never-married,Other-service,Own-child,Female
35,0,0,60,9,Private,Never-married,Transport-moving,Own-child,Male
19,0,0,25,9,Private,Never-married,Handlers-cleaners,Own-child,Female
56,0,0,40,7,Private,Separated,Machine-op-inspct,Not-in-family,Female
28,0,0,16,13,Private,Never-married,Adm-clerical,Own-child,Female
45,0,0,40,9,Private,Divorced,Craft-repair,Unmarried,Female
32,0,0,45,11,Private,Married-civ-spouse,Adm-clerical,Wife,Female
44,0,0,12,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
55,0,0,40,9,Private,Married-civ-spouse,Prof-specialty,Husband,Male
34,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
33,0,0,40,14,Private,Married-civ-spouse,Prof-specialty,Husband,Male
36,0,0,55,13,Private,Never-married,Exec-managerial,Own-child,Male
25,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
28,0,0,40,13,Private,Never-married,Sales,Not-in-family,Male
39,7298,0,55,13,Private,Married-civ-spouse,Sales,Husband,Male
53,0,0,40,6,Private,Married-spouse-absent,Machine-op-inspct,Not-in-family,Female
47,3325,0,45,9,Private,Divorced,Exec-managerial,Not-in-family,Female
49,0,0,60,11,Self-emp-inc,Divorced,Exec-managerial,Not-in-family,Male
22,0,0,40,9,Private,Never-married,Handlers-cleaners,Own-child,Male
31,0,0,40,10,Private,Never-married,Adm-clerical,Other-relative,Male
44,0,0,80,10,Self-emp-inc,Divorced,Other-service,Unmarried,Male
19,0,0,40,9,Private,Never-married,Prof-specialty,Own-child,Male
37,0,0,40,9,Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,Male
23,0,0,25,10,Private,Never-married,Handlers-cleaners,Own-child,Male
44,99999,0,65,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
54,0,0,35,9,Local-gov,Married-civ-spouse,Other-service,Wife,Female
23,0,0,38,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
21,0,0,10,10,Private,Never-married,Other-service,Own-child,Female
19,0,0,25,10,State-gov,Never-married,Prof-specialty,Own-child,Male
51,0,0,20,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
41,7688,0,50,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
61,15024,0,18,10,Private,Married-civ-spouse,Tech-support,Husband,Male
19,0,0,40,6,Self-emp-not-inc,Married-spouse-absent,Adm-clerical,Unmarried,Female
22,0,0,40,13,Private,Never-married,Sales,Own-child,Male
22,0,0,40,9,Private,Never-married,Other-service,Not-in-family,Female
49,0,0,32,4,Private,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,50,6,Private,Divorced,Machine-op-inspct,Not-in-family,Male
38,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
29,0,0,40,9,Private,Married-civ-spouse,Prof-specialty,Husband,Male
56,0,0,45,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
41,0,0,80,10,Private,Divorced,Exec-managerial,Not-in-family,Female
62,0,0,45,14,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
27,0,0,40,9,Private,Never-married,Protective-serv,Own-child,Male
25,4416,0,42,9,Private,Never-married,Sales,Not-in-family,Male
33,15024,0,75,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
26,0,0,40,9,Private,Never-married,Adm-clerical,Not-in-family,Female
43,0,0,45,9,Private,Divorced,Machine-op-inspct,Not-in-family,Male
53,0,0,40,14,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male
43,0,0,40,13,Private,Divorced,Other-service,Not-in-family,Female
56,0,0,35,9,Private,Divorced,Craft-repair,Unmarried,Male
25,0,0,50,13,Private,Married-civ-spouse,Sales,Husband,Male
60,0,0,40,14,Private,Divorced,Prof-specialty,Other-relative,Male
28,0,0,40,10,Private,Never-married,Adm-clerical,Not-in-family,Female
21,0,0,40,9,Private,Never-married,Machine-op-inspct,Unmarried,Male
40,2977,0,40,13,Private,Never-married,Adm-clerical,Unmarried,Female
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,25,10,Private,Never-married,Craft-repair,Own-child,Female
25,0,0,80,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
18,0,0,10,7,Private,Never-married,Sales,Own-child,Female
32,0,0,35,12,State-gov,Married-civ-spouse,Other-service,Husband,Male
27,0,0,35,2,Private,Never-married,Other-service,Own-child,Male
48,0,0,16,9,Private,Widowed,Machine-op-inspct,Not-in-family,Female
20,0,0,25,10,Private,Never-married,Sales,Own-child,Female
55,0,0,40,9,Private,Divorced,Sales,Not-in-family,Female
33,0,0,50,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
21,0,0,12,10,State-gov,Never-married,Adm-clerical,Own-child,Female
43,0,0,30,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
35,0,0,40,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
39,0,0,35,13,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
19,0,0,40,9,Private,Never-married,Sales,Not-in-family,Female
25,0,0,40,9,Private,Never-married,Other-service,Not-in-family,Female
44,0,0,72,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
27,0,0,40,12,Private,Never-married,Craft-repair,Unmarried,Male
39,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
69,0,0,40,6,Private,Never-married,Craft-repair,Other-relative,Male
34,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
37,0,0,40,3,Private,Separated,Other-service,Unmarried,Female
43,0,0,39,13,Local-gov,Divorced,Prof-specialty,Own-child,Female
34,0,0,40,14,State-gov,Married-civ-spouse,Prof-specialty,Wife,Female
31,0,0,48,10,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,Male
42,8614,0,60,16,State-gov,Divorced,Prof-specialty,Not-in-family,Female
26,0,0,30,9,Private,Divorced,Sales,Unmarried,Female
39,0,0,75,10,Private,Separated,Other-service,Unmarried,Female
25,0,0,40,13,Private,Never-married,Other-service,Own-child,Male
54,0,0,30,10,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
44,0,0,60,14,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
34,7688,0,38,14,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
21,0,0,40,10,Self-emp-inc,Never-married,Exec-managerial,Not-in-family,Male
33,0,0,40,9,Private,Never-married,Machine-op-inspct,Not-in-family,Male
40,0,0,40,12,Self-emp-inc,Married-civ-spouse,Exec-managerial,Wife,Female
44,0,0,40,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
33,0,0,56,12,Local-gov,Divorced,Protective-serv,Not-in-family,Male
21,0,0,40,10,Local-gov,Never-married,Adm-clerical,Own-child,Male
35,0,0,60,13,Self-emp-not-inc,Never-married,Other-service,Not-in-family,Female
43,7298,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
51,0,0,45,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
51,0,0,40,9,Local-gov,Separated,Protective-serv,Not-in-family,Male
35,0,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
18,0,0,20,7,Private,Never-married,Sales,Own-child,Male
58,0,0,50,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,40,10,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
19,0,0,20,9,Private,Never-married,Sales,Own-child,Female
37,0,0,40,10,Private,Separated,Other-service,Unmarried,Female
38,0,0,44,9,Private,Married-civ-spouse,Sales,Husband,Male
45,0,0,40,10,Private,Married-spouse-absent,Adm-clerical,Not-in-family,Female
27,0,0,40,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
38,0,0,72,10,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
30,0,0,30,9,Private,Divorced,Craft-repair,Not-in-family,Male
46,0,0,40,13,Private,Married-civ-spouse,Tech-support,Husband,Male
60,0,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
30,0,0,44,9,Private,Separated,Transport-moving,Not-in-family,Male
47,7688,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
42,7298,0,45,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,40,10,Private,Divorced,Adm-clerical,Other-relative,Female
44,0,0,40,10,Private,Divorced,Sales,Not-in-family,Male
33,0,0,40,13,Private,Married-civ-spouse,Transport-moving,Husband,Male
54,0,0,50,13,Private,Never-married,Exec-managerial,Not-in-family,Male
58,0,0,35,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
45,0,0,30,13,Private,Never-married,Transport-moving,Not-in-family,Male
59,0,0,50,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
29,0,0,50,12,Private,Never-married,Priv-house-serv,Not-in-family,Female
27,0,0,40,9,Private,Never-married,Machine-op-inspct,Not-in-family,Female
44,0,0,20,14,Private,Married-civ-spouse,Tech-support,Husband,Male
44,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
33,0,0,70,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
27,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
33,0,0,55,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
55,0,0,40,11,Private,Divorced,Adm-clerical,Unmarried,Female
32,0,0,60,11,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
31,0,0,45,11,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
57,99999,0,60,15,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male
30,0,0,45,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
28,0,0,48,13,Private,Never-married,Sales,Not-in-family,Female
30,0,2258,40,10,Self-emp-not-inc,Never-married,Sales,Other-relative,Male
29,0,0,40,14,Private,Married-civ-spouse,Prof-specialty,Husband,Male
66,0,0,3,9,Private,Never-married,Other-service,Other-relative,Female
60,0,0,45,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,0,40,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
26,2597,0,40,9,Private,Never-married,Craft-repair,Other-relative,Male
24,0,0,45,9,Private,Never-married,Handlers-cleaners,Own-child,Male
29,0,0,50,13,Private,Never-married,Sales,Not-in-family,Male
44,0,0,45,9,Private,Married-civ-spouse,Tech-support,Husband,Male
34,0,0,55,13,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
59,0,1902,43,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
23,0,0,24,13,Private,Never-married,Exec-managerial,Own-child,Male
23,0,0,40,7,Private,Never-married,Other-service,Other-relative,Male
55,0,0,35,11,Local-gov,Separated,Prof-specialty,Unmarried,Female
39,0,0,40,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
39,0,0,40,7,Private,Never-married,Craft-repair,Not-in-family,Male
57,0,0,75,4,Private,Divorced,Transport-moving,Unmarried,Male
35,0,0,40,9,Private,Divorced,Sales,Unmarried,Female
39,0,0,48,11,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
47,0,0,38,9,Private,Married-civ-spouse,Sales,Own-child,Female
53,0,0,50,16,State-gov,Married-civ-spouse,Adm-clerical,Husband,Male
23,0,0,25,10,Private,Never-married,Sales,Own-child,Male
35,0,0,50,14,Private,Never-married,Craft-repair,Not-in-family,Male
44,0,0,40,10,Private,Divorced,Farming-fishing,Not-in-family,Female
28,0,0,25,9,Private,Never-married,Other-service,Own-child,Female
26,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
23,0,0,45,9,Private,Never-married,Exec-managerial,Not-in-family,Male
32,0,0,25,9,Private,Married-civ-spouse,Other-service,Husband,Male
49,0,0,50,10,Self-emp-inc,Married-civ-spouse,Transport-moving,Husband,Male
36,2174,0,60,10,Private,Never-married,Craft-repair,Own-child,Male
36,0,0,36,9,Private,Divorced,Other-service,Unmarried,Female
21,0,0,46,12,Private,Married-civ-spouse,Adm-clerical,Wife,Female
54,0,0,40,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
43,0,0,40,10,Private,Married-spouse-absent,Other-service,Not-in-family,Female
35,0,0,40,10,Local-gov,Divorced,Adm-clerical,Unmarried,Female
31,0,0,50,10,Private,Married-civ-spouse,Farming-fishing,Husband,Male
46,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Other-relative,Male
46,0,0,40,9,Private,Separated,Sales,Not-in-family,Female
56,0,0,40,9,Private,Married-civ-spouse,Other-service,Husband,Male
21,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Male
51,0,0,50,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,20,10,State-gov,Divorced,Prof-specialty,Unmarried,Male
42,0,0,40,3,Private,Married-spouse-absent,Craft-repair,Not-in-family,Male
19,0,0,30,10,Private,Never-married,Sales,Own-child,Female
25,0,0,40,13,Private,Never-married,Craft-repair,Own-child,Male
37,0,0,60,14,Private,Married-civ-spouse,Tech-support,Husband,Male
35,0,0,40,8,Private,Married-civ-spouse,Other-service,Husband,Male
40,0,0,30,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
57,0,0,15,7,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
38,0,0,50,9,Private,Married-civ-spouse,Tech-support,Husband,Male
48,0,0,38,6,Private,Divorced,Sales,Not-in-family,Female
34,0,0,34,10,Private,Divorced,Other-service,Not-in-family,Female
46,0,0,40,10,Federal-gov,Divorced,Transport-moving,Not-in-family,Male
45,0,0,50,14,State-gov,Divorced,Protective-serv,Not-in-family,Male
32,0,0,50,13,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,48,9,Private,Never-married,Machine-op-inspct,Own-child,Male
62,8614,0,39,10,Private,Never-married,Craft-repair,Not-in-family,Female
50,0,0,40,11,Private,Married-civ-spouse,Other-service,Husband,Male
25,0,0,40,13,Private,Never-married,Tech-support,Not-in-family,Male
41,0,0,33,10,Private,Never-married,Sales,Not-in-family,Male
